"ID";"LorriesAndRoadTractors";"YearsOfConstruction";"Periods";"TotalKilometresInTheNetherlands_1";"KilometresByDutchVehicles_2";"KilometresByForeignVehicles_3";"TotalKilometresByDutchVehicles_4";"KilometresInTheNetherlands_5";"KilometresAbroad_6";"TotalAverageAnnualKilometres_7";"AverageAnnualKilometresInNetherlands_8";"AverageAnnualKilometresAbroad_9";"DutchGoodsVehiclesInUse_10"
"635";"A018936";"A048264";"2006JJ00";"   992.6";"   959.8";"    32.8";"  1140.8";"   959.8";"   181.0";"   24362";"   20496";"    3865";"   46828"
"636";"A018936";"A048264";"2007JJ00";"   816.6";"   793.6";"    23.0";"   912.3";"   793.6";"   118.7";"   21849";"   19006";"    2843";"   41756"
"637";"A018936";"A048264";"2008JJ00";"   661.1";"   644.7";"    16.4";"   726.7";"   644.7";"    82.0";"   19540";"   17335";"    2205";"   37189"
"638";"A018936";"A048264";"2009JJ00";"   488.3";"   476.3";"    12.0";"   534.1";"   476.3";"    57.8";"   16262";"   14501";"    1761";"   32844"
"639";"A018936";"A048264";"2010JJ00";"   366.8";"   359.0";"     7.8";"   395.4";"   359.0";"    36.4";"   13539";"   12291";"    1248";"   29208"
"640";"A018936";"A048264";"2011JJ00";"   281.1";"   273.5";"     7.6";"   311.1";"   273.5";"    37.6";"   12105";"   10641";"    1464";"   25698"
"641";"A018936";"A048264";"2012JJ00";"   209.2";"   202.6";"     6.6";"   233.3";"   202.6";"    30.7";"   10339";"    8977";"    1361";"   22570"
"642";"A018936";"A048264";"2013JJ00";"   158.9";"   153.4";"     5.5";"   180.0";"   153.4";"    26.6";"    9046";"    7711";"    1336";"   19895"
"643";"A018936";"A048264";"2014JJ00";"   123.5";"   117.8";"     5.7";"   144.1";"   117.8";"    26.3";"    8094";"    6615";"    1478";"   17807"
"644";"A018936";"A048264";"2015JJ00";"   103.0";"    98.9";"     4.1";"   115.4";"    98.9";"    16.5";"    7349";"    6298";"    1051";"   15696"
"645";"A018936";"A048264";"2016JJ00";"    88.0";"    83.9";"     4.0";"    97.8";"    83.9";"    13.9";"    6878";"    5899";"     979";"   14225"
"646";"A018936";"A048264";"2017JJ00";"    74.8";"    72.1";"     2.7";"    80.9";"    72.1";"     8.8";"    6168";"    5495";"     673";"   13112"
"647";"A018936";"A048264";"2018JJ00";"    59.5";"    57.2";"     2.3";"    64.7";"    57.2";"     7.5";"    5368";"    4743";"     625";"   12058"
"648";"A018936";"A048265";"2001JJ00";"   588.1";"   555.0";"    33.1";"   775.9";"   555.0";"   220.9";"   56060";"   40099";"   15961";"   13840"
"649";"A018936";"A048265";"2002JJ00";"   927.6";"   876.6";"    51.0";"  1213.9";"   876.6";"   337.3";"   61635";"   44507";"   17127";"   19695"
"650";"A018936";"A048265";"2003JJ00";"  1179.8";"  1118.8";"    61.0";"  1536.3";"  1118.8";"   417.5";"   62473";"   45496";"   16977";"   24592"
"651";"A018936";"A048265";"2004JJ00";"  1404.5";"  1329.4";"    75.1";"  1811.7";"  1329.4";"   482.3";"   62340";"   45745";"   16595";"   29062"
"652";"A018936";"A048265";"2005JJ00";"  1450.9";"  1372.1";"    78.8";"  1849.6";"  1372.1";"   477.4";"   64451";"   47815";"   16637";"   28697"
"653";"A018936";"A048265";"2006JJ00";"  1358.5";"  1284.1";"    74.4";"  1694.9";"  1284.1";"   410.8";"   60424";"   45780";"   14644";"   28050"
"654";"A018936";"A048265";"2007JJ00";"  1244.8";"  1179.9";"    64.9";"  1515.0";"  1179.9";"   335.1";"   56152";"   43732";"   12420";"   26980"
"655";"A018936";"A048265";"2008JJ00";"  1085.4";"  1034.8";"    50.6";"  1287.5";"  1034.8";"   252.7";"   50339";"   40458";"    9881";"   25577"
"656";"A018936";"A048265";"2009JJ00";"   936.3";"   896.4";"    39.9";"  1088.7";"   896.4";"   192.3";"   45090";"   37124";"    7966";"   24146"
"657";"A018936";"A048265";"2010JJ00";"   777.1";"   746.8";"    30.3";"   888.7";"   746.8";"   141.9";"   40319";"   33879";"    6439";"   22042"
"658";"A018936";"A048265";"2011JJ00";"   633.5";"   608.9";"    24.7";"   730.4";"   608.9";"   121.5";"   36934";"   30788";"    6145";"   19776"
"659";"A018936";"A048265";"2012JJ00";"   489.5";"   469.6";"    20.0";"   563.1";"   469.6";"    93.6";"   32151";"   26809";"    5342";"   17515"
"660";"A018936";"A048265";"2013JJ00";"   366.8";"   350.2";"    16.7";"   431.1";"   350.2";"    80.9";"   28287";"   22976";"    5311";"   15240"
"661";"A018936";"A048265";"2014JJ00";"   278.6";"   263.1";"    15.5";"   334.9";"   263.1";"    71.8";"   25346";"   19909";"    5437";"   13214"
"662";"A018936";"A048265";"2015JJ00";"   233.0";"   222.7";"    10.3";"   264.1";"   222.7";"    41.4";"   22613";"   19069";"    3544";"   11680"
"663";"A018936";"A048265";"2016JJ00";"   187.4";"   177.2";"    10.2";"   212.1";"   177.2";"    34.9";"   20485";"   17111";"    3374";"   10356"
"664";"A018936";"A048265";"2017JJ00";"   148.6";"   141.6";"     7.0";"   164.3";"   141.6";"    22.7";"   17755";"   15297";"    2458";"    9254"
"665";"A018936";"A048265";"2018JJ00";"   110.1";"   104.7";"     5.3";"   122.1";"   104.7";"    17.3";"   15038";"   12902";"    2136";"    8118"
"666";"A018936";"A044273";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"667";"A018936";"A044273";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"668";"A018936";"A044273";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"669";"A018936";"A044273";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"670";"A018936";"A044273";"2005JJ00";"   146.2";"   136.5";"     9.8";"   195.7";"   136.5";"    59.3";"   40462";"   28210";"   12252";"    4837"
"671";"A018936";"A044273";"2006JJ00";"   256.4";"   237.7";"    18.7";"   341.0";"   237.7";"   103.3";"   71463";"   49808";"   21655";"    4772"
"672";"A018936";"A044273";"2007JJ00";"   257.0";"   238.5";"    18.5";"   334.0";"   238.5";"    95.5";"   70225";"   50148";"   20077";"    4756"
"673";"A018936";"A044273";"2008JJ00";"   246.5";"   231.4";"    15.2";"   307.2";"   231.4";"    75.9";"   65076";"   49007";"   16069";"    4721"
"674";"A018936";"A044273";"2009JJ00";"   229.5";"   215.2";"    14.3";"   284.1";"   215.2";"    68.9";"   60696";"   45970";"   14726";"    4681"
"675";"A018936";"A044273";"2010JJ00";"   210.5";"   196.3";"    14.2";"   262.8";"   196.3";"    66.5";"   57700";"   43104";"   14596";"    4554"
"676";"A018936";"A044273";"2011JJ00";"   193.6";"   183.2";"    10.3";"   234.1";"   183.2";"    50.8";"   53419";"   41815";"   11604";"    4382"
"677";"A018936";"A044273";"2012JJ00";"   166.2";"   157.5";"     8.7";"   198.4";"   157.5";"    40.9";"   48753";"   38700";"   10053";"    4069"
"678";"A018936";"A044273";"2013JJ00";"   127.3";"   118.8";"     8.5";"   160.1";"   118.8";"    41.3";"   43366";"   32185";"   11181";"    3692"
"679";"A018936";"A044273";"2014JJ00";"   108.2";"   102.6";"     5.6";"   128.6";"   102.6";"    26.1";"   39827";"   31751";"    8076";"    3230"
"680";"A018936";"A044273";"2015JJ00";"    87.7";"    83.6";"     4.0";"    99.9";"    83.6";"    16.3";"   35096";"   29378";"    5719";"    2846"
"681";"A018936";"A044273";"2016JJ00";"    68.3";"    64.5";"     3.8";"    77.6";"    64.5";"    13.1";"   31376";"   26084";"    5292";"    2474"
"682";"A018936";"A044273";"2017JJ00";"    52.9";"    50.2";"     2.6";"    58.7";"    50.2";"     8.5";"   26871";"   22982";"    3890";"    2186"
"683";"A018936";"A044273";"2018JJ00";"    39.9";"    37.9";"     2.1";"    44.6";"    37.9";"     6.7";"   23338";"   19822";"    3516";"    1911"
"684";"A018936";"A044274";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"685";"A018936";"A044274";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"686";"A018936";"A044274";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"687";"A018936";"A044274";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"688";"A018936";"A044274";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"689";"A018936";"A044274";"2006JJ00";"   151.1";"   140.2";"    10.9";"   200.4";"   140.2";"    60.2";"   32952";"   23049";"    9903";"    6081"
"690";"A018936";"A044274";"2007JJ00";"   321.5";"   296.6";"    24.9";"   425.1";"   296.6";"   128.5";"   67487";"   47087";"   20400";"    6299"
"691";"A018936";"A044274";"2008JJ00";"   327.0";"   305.2";"    21.8";"   413.9";"   305.2";"   108.8";"   66030";"   48681";"   17349";"    6269"
"692";"A018936";"A044274";"2009JJ00";"   316.0";"   297.3";"    18.8";"   387.9";"   297.3";"    90.6";"   61862";"   47412";"   14450";"    6270"
"693";"A018936";"A044274";"2010JJ00";"   305.2";"   286.1";"    19.1";"   375.3";"   286.1";"    89.2";"   60263";"   45941";"   14321";"    6228"
"694";"A018936";"A044274";"2011JJ00";"   287.2";"   270.4";"    16.8";"   353.1";"   270.4";"    82.7";"   58083";"   44482";"   13601";"    6079"
"695";"A018936";"A044274";"2012JJ00";"   257.5";"   240.9";"    16.7";"   318.9";"   240.9";"    78.0";"   54189";"   40929";"   13260";"    5885"
"696";"A018936";"A044274";"2013JJ00";"   216.3";"   200.9";"    15.4";"   275.4";"   200.9";"    74.5";"   49762";"   36304";"   13458";"    5534"
"697";"A018936";"A044274";"2014JJ00";"   183.6";"   170.0";"    13.6";"   232.8";"   170.0";"    62.8";"   46068";"   33649";"   12419";"    5053"
"698";"A018936";"A044274";"2015JJ00";"   157.1";"   144.7";"    12.5";"   194.8";"   144.7";"    50.2";"   42130";"   31284";"   10846";"    4624"
"699";"A018936";"A044274";"2016JJ00";"   138.3";"   130.7";"     7.7";"   157.1";"   130.7";"    26.4";"   37722";"   31382";"    6340";"    4164"
"700";"A018936";"A044274";"2017JJ00";"   111.0";"   105.4";"     5.6";"   123.5";"   105.4";"    18.1";"   33316";"   28438";"    4878";"    3708"
"701";"A018936";"A044274";"2018JJ00";"    82.2";"    77.8";"     4.3";"    91.9";"    77.8";"    14.0";"   27599";"   23385";"    4214";"    3329"
"702";"A018936";"A044275";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"703";"A018936";"A044275";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"704";"A018936";"A044275";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"705";"A018936";"A044275";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"706";"A018936";"A044275";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"707";"A018936";"A044275";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"708";"A018936";"A044275";"2007JJ00";"   128.0";"   117.6";"    10.4";"   171.3";"   117.6";"    53.8";"   32190";"   22089";"   10101";"    5322"
"709";"A018936";"A044275";"2008JJ00";"   257.8";"   238.8";"    19.0";"   333.5";"   238.8";"    94.7";"   64031";"   45845";"   18187";"    5209"
"710";"A018936";"A044275";"2009JJ00";"   258.3";"   241.5";"    16.8";"   322.5";"   241.5";"    80.9";"   61600";"   46138";"   15462";"    5235"
"711";"A018936";"A044275";"2010JJ00";"   257.9";"   241.1";"    16.8";"   319.6";"   241.1";"    78.5";"   60104";"   45338";"   14766";"    5318"
"712";"A018936";"A044275";"2011JJ00";"   247.2";"   229.8";"    17.4";"   315.7";"   229.8";"    85.9";"   59825";"   43542";"   16284";"    5277"
"713";"A018936";"A044275";"2012JJ00";"   241.0";"   226.0";"    15.0";"   296.4";"   226.0";"    70.4";"   56797";"   43314";"   13482";"    5218"
"714";"A018936";"A044275";"2013JJ00";"   217.5";"   202.7";"    14.8";"   274.5";"   202.7";"    71.7";"   53671";"   39644";"   14027";"    5114"
"715";"A018936";"A044275";"2014JJ00";"   201.8";"   189.9";"    11.9";"   244.9";"   189.9";"    55.0";"   49948";"   38726";"   11222";"    4904"
"716";"A018936";"A044275";"2015JJ00";"   184.8";"   174.6";"    10.1";"   215.4";"   174.6";"    40.7";"   46356";"   37588";"    8768";"    4646"
"717";"A018936";"A044275";"2016JJ00";"   158.7";"   148.0";"    10.7";"   184.7";"   148.0";"    36.7";"   42331";"   33921";"    8409";"    4364"
"718";"A018936";"A044275";"2017JJ00";"   133.3";"   126.5";"     6.7";"   148.4";"   126.5";"    21.9";"   37726";"   32165";"    5562";"    3934"
"719";"A018936";"A044275";"2018JJ00";"   103.3";"    97.8";"     5.5";"   115.6";"    97.8";"    17.7";"   32270";"   27315";"    4955";"    3582"
"720";"A018936";"A044276";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"721";"A018936";"A044276";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"722";"A018936";"A044276";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"723";"A018936";"A044276";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"724";"A018936";"A044276";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"725";"A018936";"A044276";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"726";"A018936";"A044276";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"727";"A018936";"A044276";"2008JJ00";"   157.9";"   146.6";"    11.3";"   203.2";"   146.6";"    56.6";"   31939";"   23043";"    8897";"    6361"
"728";"A018936";"A044276";"2009JJ00";"   295.9";"   275.3";"    20.6";"   374.6";"   275.3";"    99.3";"   59434";"   43684";"   15750";"    6303"
"729";"A018936";"A044276";"2010JJ00";"   305.3";"   284.5";"    20.7";"   381.5";"   284.5";"    96.9";"   60309";"   44988";"   15321";"    6325"
"730";"A018936";"A044276";"2011JJ00";"   312.6";"   295.0";"    17.6";"   381.8";"   295.0";"    86.8";"   60047";"   46399";"   13648";"    6358"
"731";"A018936";"A044276";"2012JJ00";"   302.8";"   286.8";"    16.1";"   362.1";"   286.8";"    75.3";"   57181";"   45288";"   11892";"    6332"
"732";"A018936";"A044276";"2013JJ00";"   276.0";"   259.0";"    17.0";"   341.4";"   259.0";"    82.4";"   54305";"   41202";"   13103";"    6286"
"733";"A018936";"A044276";"2014JJ00";"   260.6";"   245.4";"    15.2";"   315.9";"   245.4";"    70.5";"   51254";"   39815";"   11439";"    6163"
"734";"A018936";"A044276";"2015JJ00";"   243.6";"   229.2";"    14.4";"   287.2";"   229.2";"    58.0";"   48074";"   38367";"    9707";"    5975"
"735";"A018936";"A044276";"2016JJ00";"   219.3";"   205.5";"    13.7";"   252.8";"   205.5";"    47.3";"   43916";"   35698";"    8218";"    5757"
"736";"A018936";"A044276";"2017JJ00";"   197.3";"   188.7";"     8.5";"   216.4";"   188.7";"    27.7";"   39677";"   34594";"    5083";"    5455"
"737";"A018936";"A044276";"2018JJ00";"   152.5";"   144.5";"     8.0";"   170.4";"   144.5";"    25.9";"   33697";"   28574";"    5123";"    5058"
"738";"A018936";"A044277";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"739";"A018936";"A044277";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"740";"A018936";"A044277";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"741";"A018936";"A044277";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"742";"A018936";"A044277";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"743";"A018936";"A044277";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"744";"A018936";"A044277";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"745";"A018936";"A044277";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"746";"A018936";"A044277";"2009JJ00";"   145.6";"   135.7";"     9.9";"   183.3";"   135.7";"    47.5";"   35708";"   26444";"    9264";"    5132"
"747";"A018936";"A044277";"2010JJ00";"   251.2";"   236.7";"    14.5";"   304.3";"   236.7";"    67.6";"   59524";"   46298";"   13226";"    5113"
"748";"A018936";"A044277";"2011JJ00";"   249.9";"   235.3";"    14.6";"   307.4";"   235.3";"    72.1";"   59990";"   45915";"   14075";"    5124"
"749";"A018936";"A044277";"2012JJ00";"   248.5";"   235.2";"    13.3";"   297.6";"   235.2";"    62.4";"   58090";"   45911";"   12180";"    5123"
"750";"A018936";"A044277";"2013JJ00";"   237.2";"   224.1";"    13.1";"   287.6";"   224.1";"    63.6";"   56137";"   43734";"   12403";"    5124"
"751";"A018936";"A044277";"2014JJ00";"   229.3";"   217.2";"    12.1";"   273.1";"   217.2";"    55.9";"   54116";"   43043";"   11074";"    5047"
"752";"A018936";"A044277";"2015JJ00";"   216.1";"   203.5";"    12.6";"   254.3";"   203.5";"    50.9";"   51379";"   41101";"   10278";"    4950"
"753";"A018936";"A044277";"2016JJ00";"   204.5";"   192.9";"    11.6";"   232.9";"   192.9";"    40.0";"   47917";"   39682";"    8235";"    4861"
"754";"A018936";"A044277";"2017JJ00";"   181.9";"   172.3";"     9.6";"   203.6";"   172.3";"    31.3";"   43886";"   37134";"    6753";"    4640"
"755";"A018936";"A044277";"2018JJ00";"   153.2";"   144.1";"     9.1";"   173.6";"   144.1";"    29.6";"   39414";"   32705";"    6709";"    4405"
"756";"A018936";"A044278";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"757";"A018936";"A044278";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"758";"A018936";"A044278";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"759";"A018936";"A044278";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"760";"A018936";"A044278";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"761";"A018936";"A044278";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"762";"A018936";"A044278";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"763";"A018936";"A044278";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"764";"A018936";"A044278";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"765";"A018936";"A044278";"2010JJ00";"    90.3";"    81.4";"     8.9";"   123.0";"    81.4";"    41.7";"   32412";"   21440";"   10973";"    3796"
"766";"A018936";"A044278";"2011JJ00";"   179.3";"   166.7";"    12.6";"   228.8";"   166.7";"    62.1";"   60663";"   44199";"   16463";"    3771"
"767";"A018936";"A044278";"2012JJ00";"   180.9";"   169.1";"    11.8";"   224.4";"   169.1";"    55.4";"   59448";"   44784";"   14664";"    3775"
"768";"A018936";"A044278";"2013JJ00";"   174.0";"   162.5";"    11.5";"   218.1";"   162.5";"    55.6";"   57642";"   42958";"   14684";"    3783"
"769";"A018936";"A044278";"2014JJ00";"   166.6";"   154.2";"    12.4";"   211.7";"   154.2";"    57.5";"   56182";"   40917";"   15264";"    3768"
"770";"A018936";"A044278";"2015JJ00";"   177.4";"   168.8";"     8.6";"   203.4";"   168.8";"    34.6";"   53907";"   44741";"    9166";"    3773"
"771";"A018936";"A044278";"2016JJ00";"   164.0";"   153.2";"    10.8";"   190.3";"   153.2";"    37.1";"   50778";"   40885";"    9893";"    3748"
"772";"A018936";"A044278";"2017JJ00";"   147.3";"   136.9";"    10.5";"   170.9";"   136.9";"    34.0";"   46546";"   37285";"    9261";"    3671"
"773";"A018936";"A044278";"2018JJ00";"   124.9";"   116.0";"     8.9";"   145.0";"   116.0";"    28.9";"   40923";"   32760";"    8164";"    3542"
"774";"A018936";"A044279";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"775";"A018936";"A044279";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"776";"A018936";"A044279";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"777";"A018936";"A044279";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"778";"A018936";"A044279";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"779";"A018936";"A044279";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"780";"A018936";"A044279";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"781";"A018936";"A044279";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"782";"A018936";"A044279";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"783";"A018936";"A044279";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"784";"A018936";"A044279";"2011JJ00";"   105.5";"    97.4";"     8.1";"   137.3";"    97.4";"    39.9";"   35824";"   25404";"   10420";"    3833"
"785";"A018936";"A044279";"2012JJ00";"   197.4";"   183.4";"    13.9";"   248.7";"   183.4";"    65.3";"   65589";"   48373";"   17217";"    3792"
"786";"A018936";"A044279";"2013JJ00";"   187.2";"   171.1";"    16.0";"   249.0";"   171.1";"    77.8";"   65621";"   45103";"   20518";"    3794"
"787";"A018936";"A044279";"2014JJ00";"   186.6";"   170.7";"    16.0";"   244.4";"   170.7";"    73.7";"   63986";"   44680";"   19306";"    3820"
"788";"A018936";"A044279";"2015JJ00";"   191.3";"   176.2";"    15.1";"   236.9";"   176.2";"    60.7";"   60786";"   45216";"   15570";"    3897"
"789";"A018936";"A044279";"2016JJ00";"   194.8";"   181.3";"    13.5";"   227.8";"   181.3";"    46.5";"   58474";"   46544";"   11931";"    3895"
"790";"A018936";"A044279";"2017JJ00";"   175.6";"   160.9";"    14.7";"   208.5";"   160.9";"    47.7";"   53804";"   41509";"   12294";"    3876"
"791";"A018936";"A044279";"2018JJ00";"   153.1";"   139.0";"    14.2";"   185.0";"   139.0";"    46.0";"   48838";"   36683";"   12156";"    3788"
"792";"A018936";"A044280";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"793";"A018936";"A044280";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"794";"A018936";"A044280";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"795";"A018936";"A044280";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"796";"A018936";"A044280";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"797";"A018936";"A044280";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"798";"A018936";"A044280";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"799";"A018936";"A044280";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"800";"A018936";"A044280";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"801";"A018936";"A044280";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"802";"A018936";"A044280";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"803";"A018936";"A044280";"2012JJ00";"   104.0";"    98.5";"     5.5";"   124.1";"    98.5";"    25.6";"   36467";"   28936";"    7531";"    3404"
"804";"A018936";"A044280";"2013JJ00";"   176.8";"   163.8";"    12.9";"   226.6";"   163.8";"    62.8";"   64930";"   46938";"   17991";"    3490"
"805";"A018936";"A044280";"2014JJ00";"   176.6";"   162.3";"    14.3";"   228.6";"   162.3";"    66.3";"   65418";"   46451";"   18967";"    3494"
"806";"A018936";"A044280";"2015JJ00";"   182.2";"   168.2";"    14.0";"   224.5";"   168.2";"    56.3";"   62911";"   47136";"   15775";"    3568"
